raw_response,llm_action,llm_product,llm_quantity
"{""action"":""add"",""product"":""treats"",""quantity"":14}",add,treats,14
"{""action"":""remove"",""product"":""rice"",""quantity"":9}",remove,rice,9
"{""action"":""add"",""product"":""spinach"",""quantity"":20}",add,spinach,20
"{""action"":""add"",""product"":""pasta"",""quantity"":14}",add,pasta,14
"{""action"":""add"",""product"":""bulbs"",""quantity"":11}",add,bulbs,11
"{""action"":""remove"",""product"":""soap"",""quantity"":11}",remove,soap,11
"{""action"":""remove"",""product"":""milk"",""quantity"":3}",remove,milk,3
"{""action"":""remove"",""product"":""gelato"",""quantity"":9}",remove,gelato,9
"{""action"":""add"",""product"":""pepper"",""quantity"":4}",add,pepper,4
"{""action"":""add"",""product"":""broccoli"",""quantity"":19}",add,broccoli,19
"{""action"":""add"",""product"":""onions"",""quantity"":16}",add,onions,16
"{""action"":""remove"",""product"":""more sugar"",""quantity"":19}",remove,more sugar,19
"{""action"":""remove"",""product"":""juice"",""quantity"":8}",remove,juice,8
"{""action"":""remove"",""product"":""diapers"",""quantity"":17}",remove,diapers,17
"{""action"":""remove"",""product"":""juice"",""quantity"":14}",remove,juice,14
"{""action"":""add"",""product"":""bellpeppers"",""quantity"":1}",add,bellpeppers,1
"{""action"":""add"",""product"":""bread"",""quantity"":11}",add,bread,11
"{""action"":""add"",""product"":""cereal"",""quantity"":5}",add,cereal,5
"{""action"":""remove"",""product"":""raspberries"",""quantity"":16}",remove,raspberries,16
"{""action"":""remove"",""product"":""butter"",""quantity"":16}",remove,butter,16
"{""action"":""add"",""product"":""eggs"",""quantity"":13}",add,eggs,13
"{""action"":""add"",""product"":""potatoes"",""quantity"":5}",add,potatoes,5
"{""action"":""remove"",""product"":""broccoli"",""quantity"":14}",remove,broccoli,14
"{""action"":""add"",""product"":""blueberries"",""quantity"":7}",add,blueberries,7
"{""action"":""remove"",""product"":""mushrooms"",""quantity"":15}",remove,mushrooms,15
"{""action"":""add"",""product"":""kibble"",""quantity"":2}",add,kibble,2
"{""action"":""add"",""product"":""batteries"",""quantity"":2}",add,batteries,2
"{""action"":""add"",""product"":""flour"",""quantity"":11}",add,flour,11
"{""action"":""remove"",""product"":""bulbs"",""quantity"":19}",remove,bulbs,19
"{""action"":""remove"",""product"":""soda"",""quantity"":6}",remove,soda,6
"{""action"":""remove"",""product"":""salmon"",""quantity"":16}",remove,salmon,16
"{""action"":""add"",""product"":""detergent"",""quantity"":14}",add,detergent,14
"{""action"":""add"",""product"":""tea"",""quantity"":6}",add,tea,6
"{""action"":""remove"",""product"":""toothbrush"",""quantity"":6}",remove,toothbrush,6
"{""action"":""add"",""product"":""cucumbers"",""quantity"":1}",add,cucumbers,1
"{""action"":""remove"",""product"":""oliveoil"",""quantity"":20}",remove,oliveoil,20
"{""action"":""remove"",""product"":""packs of kibble"",""quantity"":12}",remove,packs of kibble,12
"{""action"":""add"",""product"":""mushrooms"",""quantity"":1}",add,mushrooms,1
"{""action"":""add"",""product"":""limes"",""quantity"":11}",add,limes,11
"{""action"":""remove"",""product"":""cucumbers"",""quantity"":12}",remove,cucumbers,12
"{""action"":""add"",""product"":""eggs"",""quantity"":19}",add,eggs,19
"{""action"":""add"",""product"":""beef"",""quantity"":1}",add,beef,1
"{""action"":""add"",""product"":""5 soap"",""quantity"":5}",add,5 soap,5
"{""action"":""add"",""product"":""gelato"",""quantity"":18}",add,gelato,18
"{""action"":""add"",""product"":""cola"",""quantity"":18}",add,cola,18
"{""action"":""remove"",""product"":""coffee"",""quantity"":2}",remove,coffee,2
"{""action"":""remove"",""product"":""litter"",""quantity"":1}",remove,litter,1
"{""action"":""remove"",""product"":""more bread"",""quantity"":13}",remove,more bread,13
"{""action"":""remove"",""product"":""beef"",""quantity"":11}",remove,beef,11
"{""action"":""remove"",""product"":""fries"",""quantity"":14}",remove,fries,14
"{""action"":""remove"",""product"":""foil"",""quantity"":19}",remove,foil,19
"{""action"":""remove"",""product"":""cheddar"",""quantity"":13}",remove,cheddar,13
"{""action"":""add"",""product"":""pepper"",""quantity"":20}",add,pepper,20
"{""action"":""add"",""product"":""coffee"",""quantity"":18}",add,coffee,18
"{""action"":""remove"",""product"":""bags"",""quantity"":18}",remove,bags,18
"{""action"":""remove"",""product"":""tuna"",""quantity"":15}",remove,tuna,15
"{""action"":""remove"",""product"":""pepper"",""quantity"":13}",remove,pepper,13
"{""action"":""add"",""product"":""chicken"",""quantity"":13}",add,chicken,13
"{""action"":""add"",""product"":""bread"",""quantity"":13}",add,bread,13
"{""action"":""remove"",""product"":""apples"",""quantity"":3}",remove,apples,3
"{""action"":""remove"",""product"":""gelato"",""quantity"":8}",remove,gelato,8
"{""action"":""remove"",""product"":""tissues"",""quantity"":7}",remove,tissues,7
"{""action"":""remove"",""product"":""watermelon"",""quantity"":3}",remove,watermelon,3
"{""action"":""remove"",""product"":""bread"",""quantity"":4}",remove,bread,4
"{""action"":""add"",""product"":""foil"",""quantity"":14}",add,foil,14
"{""action"":""add"",""product"":""bulbs"",""quantity"":17}",add,bulbs,17
"{""action"":""add"",""product"":""wrap"",""quantity"":15}",add,wrap,15
"{""action"":""remove"",""product"":""treats"",""quantity"":17}",remove,treats,17
"{""action"":""remove"",""product"":""bellpeppers"",""quantity"":19}",remove,bellpeppers,19
"{""action"":""remove"",""product"":""mushrooms"",""quantity"":19}",remove,mushrooms,19
"{""action"":""remove"",""product"":""shampoo"",""quantity"":2}",remove,shampoo,2
"{""action"":""add"",""product"":""foil"",""quantity"":8}",add,foil,8
"{""action"":""add"",""product"":""blueberries"",""quantity"":16}",add,blueberries,16
"{""action"":""add"",""product"":""potatoes"",""quantity"":10}",add,potatoes,10
"{""action"":""add"",""product"":""sugar"",""quantity"":19}",add,sugar,19
"{""action"":""remove"",""product"":""toothpaste"",""quantity"":8}",remove,toothpaste,8
"{""action"":""remove"",""product"":""eggs"",""quantity"":14}",remove,eggs,14
"{""action"":""remove"",""product"":""rice"",""quantity"":1}",remove,rice,1
"{""action"":""remove"",""product"":""blueberries"",""quantity"":1}",remove,blueberries,1
"{""action"":""remove"",""product"":""bread"",""quantity"":1}",remove,bread,1
"{""action"":""add"",""product"":""cucumbers"",""quantity"":4}",add,cucumbers,4
"{""action"":""add"",""product"":""juice"",""quantity"":9}",add,juice,9
"{""action"":""remove"",""product"":""sweetpotatoes"",""quantity"":11}",remove,sweetpotatoes,11
"{""action"":""remove"",""product"":""gelato"",""quantity"":14}",remove,gelato,14
"{""action"":""add"",""product"":""gelato"",""quantity"":15}",add,gelato,15
"{""action"":""add"",""product"":""conditioner"",""quantity"":18}",add,conditioner,18
"{""action"":""add"",""product"":""oliveoil"",""quantity"":1}",add,oliveoil,1
"{""action"":""add"",""product"":""pasta"",""quantity"":3}",add,pasta,3
"{""action"":""add"",""product"":""lemons"",""quantity"":1}",add,lemons,1
"{""action"":""remove"",""product"":""onions"",""quantity"":1}",remove,onions,1
"{""action"":""add"",""product"":""oranges"",""quantity"":7}",add,oranges,7
"{""action"":""remove"",""product"":""tomatoes"",""quantity"":12}",remove,tomatoes,12
"{""action"":""remove"",""product"":""raspberries"",""quantity"":5}",remove,raspberries,5
"{""action"":""add"",""product"":""avocados"",""quantity"":3}",add,avocados,3
"{""action"":""remove"",""product"":""vegetables"",""quantity"":11}",remove,vegetables,11
"{""action"":""remove"",""product"":""eggs"",""quantity"":13}",remove,eggs,13
"{""action"":""add"",""product"":""bananas"",""quantity"":19}",add,bananas,19
"{""action"":""add"",""product"":""granola"",""quantity"":6}",add,granola,6
"{""action"":""remove"",""product"":""rice"",""quantity"":15}",remove,rice,15
"{""action"":""remove"",""product"":""bananas"",""quantity"":10}",remove,bananas,10
"{""action"":""remove"",""product"":""paper"",""quantity"":17}",remove,paper,17
"{""action"":""remove"",""product"":""batteries"",""quantity"":8}",remove,batteries,8
"{""action"":""add"",""product"":""tea"",""quantity"":9}",add,tea,9
"{""action"":""add"",""product"":""beef"",""quantity"":15}",add,beef,15
"{""action"":""remove"",""product"":""yogurt"",""quantity"":16}",remove,yogurt,16
"{""action"":""add"",""product"":""salt"",""quantity"":16}",add,salt,16
"{""action"":""add"",""product"":""sunfloweroil"",""quantity"":14}",add,sunfloweroil,14
"{""action"":""add"",""product"":""bread"",""quantity"":1}",add,bread,1
"{""action"":""add"",""product"":""chicken"",""quantity"":6}",add,chicken,6
"{""action"":""remove"",""product"":""eggplant"",""quantity"":5}",remove,eggplant,5
"{""action"":""add"",""product"":""coffee"",""quantity"":3}",add,coffee,3
"{""action"":""add"",""product"":""tomatoes"",""quantity"":5}",add,tomatoes,5
"{""action"":""remove"",""product"":""oatmeal"",""quantity"":8}",remove,oatmeal,8
"{""action"":""remove"",""product"":""soap"",""quantity"":1}",remove,soap,1
"{""action"":""add"",""product"":""bread"",""quantity"":7}",add,bread,7
"{""action"":""add"",""product"":""milk"",""quantity"":14}",add,milk,14
"{""action"":""remove"",""product"":""cheddar"",""quantity"":20}",remove,cheddar,20
"{""action"":""add"",""product"":""yogurt"",""quantity"":9}",add,yogurt,9
"{""action"":""remove"",""product"":""cucumbers"",""quantity"":16}",remove,cucumbers,16
"{""action"":""add"",""product"":""pepper"",""quantity"":1}",add,pepper,1
"{""action"":""add"",""product"":""foil"",""quantity"":10}",add,foil,10
"{""action"":""remove"",""product"":""pineapple"",""quantity"":4}",remove,pineapple,4
"{""action"":""add"",""product"":""zucchini"",""quantity"":4}",add,zucchini,4
"{""action"":""add"",""product"":""litter"",""quantity"":20}",add,litter,20
"{""action"":""add"",""product"":""cheddar"",""quantity"":2}",add,cheddar,2
"{""action"":""remove"",""product"":""packs of brownsugar"",""quantity"":20}",remove,packs of brownsugar,20
"{""action"":""remove"",""product"":""apples"",""quantity"":16}",remove,apples,16
"{""action"":""remove"",""product"":""sunfloweroil"",""quantity"":19}",remove,sunfloweroil,19
"{""action"":""add"",""product"":""cereal"",""quantity"":20}",add,cereal,20
"{""action"":""add"",""product"":""pineapple"",""quantity"":19}",add,pineapple,19
"{""action"":""remove"",""product"":""garlic"",""quantity"":9}",remove,garlic,9
"{""action"":""remove"",""product"":""bulbs"",""quantity"":20}",remove,bulbs,20
"{""action"":""add"",""product"":""blueberries"",""quantity"":12}",add,blueberries,12
"{""action"":""add"",""product"":""soda"",""quantity"":17}",add,soda,17
"{""action"":""add"",""product"":""granola"",""quantity"":12}",add,granola,12
"{""action"":""add"",""product"":""onions"",""quantity"":12}",add,onions,12
"{""action"":""remove"",""product"":""toothpaste"",""quantity"":14}",remove,toothpaste,14
"{""action"":""add"",""product"":""cheddar"",""quantity"":1}",add,cheddar,1
"{""action"":""remove"",""product"":""cereal"",""quantity"":2}",remove,cereal,2
"{""action"":""remove"",""product"":""fries"",""quantity"":11}",remove,fries,11
"{""action"":""add"",""product"":""packs of diapers"",""quantity"":2}",add,packs of diapers,2
"{""action"":""add"",""product"":""17 bread"",""quantity"":17}",add,17 bread,17
"{""action"":""remove"",""product"":""mozzarella"",""quantity"":14}",remove,mozzarella,14
"{""action"":""remove"",""product"":""rice"",""quantity"":14}",remove,rice,14
"{""action"":""remove"",""product"":""juice"",""quantity"":10}",remove,juice,10
"{""action"":""remove"",""product"":""kibble"",""quantity"":2}",remove,kibble,2
"{""action"":""add"",""product"":""rice"",""quantity"":10}",add,rice,10
"{""action"":""remove"",""product"":""pizza"",""quantity"":10}",remove,pizza,10
"{""action"":""remove"",""product"":""coffee"",""quantity"":11}",remove,coffee,11
"{""action"":""add"",""product"":""milk"",""quantity"":5}",add,milk,5
"{""action"":""add"",""product"":""wipes"",""quantity"":18}",add,wipes,18
"{""action"":""remove"",""product"":""vegetables"",""quantity"":4}",remove,vegetables,4
"{""action"":""remove"",""product"":""cola"",""quantity"":9}",remove,cola,9
"{""action"":""add"",""product"":""salmon"",""quantity"":20}",add,salmon,20
"{""action"":""remove"",""product"":""bulbs"",""quantity"":15}",remove,bulbs,15
"{""action"":""remove"",""product"":""cucumbers"",""quantity"":11}",remove,cucumbers,11
"{""action"":""remove"",""product"":""vegetables"",""quantity"":10}",remove,vegetables,10
"{""action"":""add"",""product"":""pineapple"",""quantity"":18}",add,pineapple,18
"{""action"":""add"",""product"":""spaghetti"",""quantity"":5}",add,spaghetti,5
"{""action"":""add"",""product"":""sugar"",""quantity"":15}",add,sugar,15
"{""action"":""add"",""product"":""paper"",""quantity"":3}",add,paper,3
"{""action"":""add"",""product"":""batteries"",""quantity"":17}",add,batteries,17
"{""action"":""add"",""product"":""packs of conditioner"",""quantity"":1}",add,packs of conditioner,1
"{""action"":""add"",""product"":""vegetables"",""quantity"":6}",add,vegetables,6
"{""action"":""remove"",""product"":""detergent"",""quantity"":2}",remove,detergent,2
"{""action"":""remove"",""product"":""wash"",""quantity"":10}",remove,wash,10
"{""action"":""remove"",""product"":""bellpeppers"",""quantity"":8}",remove,bellpeppers,8
"{""action"":""add"",""product"":""spaghetti"",""quantity"":3}",add,spaghetti,3
"{""action"":""remove"",""product"":""pepper"",""quantity"":10}",remove,pepper,10
"{""action"":""add"",""product"":""pasta"",""quantity"":5}",add,pasta,5
"{""action"":""add"",""product"":""20 wash"",""quantity"":20}",add,20 wash,20
"{""action"":""add"",""product"":""pizza"",""quantity"":1}",add,pizza,1
"{""action"":""remove"",""product"":""potatoes"",""quantity"":1}",remove,potatoes,1
"{""action"":""add"",""product"":""lemonade"",""quantity"":7}",add,lemonade,7
"{""action"":""remove"",""product"":""treats"",""quantity"":2}",remove,treats,2
"{""action"":""remove"",""product"":""bulbs"",""quantity"":3}",remove,bulbs,3
"{""action"":""remove"",""product"":""flour"",""quantity"":17}",remove,flour,17
"{""action"":""add"",""product"":""bananas"",""quantity"":15}",add,bananas,15
"{""action"":""remove"",""product"":""paper"",""quantity"":15}",remove,paper,15
"{""action"":""remove"",""product"":""coffee"",""quantity"":6}",remove,coffee,6
"{""action"":""add"",""product"":""sugar"",""quantity"":14}",add,sugar,14
"{""action"":""add"",""product"":""broccoli"",""quantity"":14}",add,broccoli,14
"{""action"":""add"",""product"":""salt"",""quantity"":9}",add,salt,9
"{""action"":""remove"",""product"":""pasta"",""quantity"":18}",remove,pasta,18
"{""action"":""remove"",""product"":""spinach"",""quantity"":18}",remove,spinach,18
"{""action"":""add"",""product"":""butter"",""quantity"":3}",add,butter,3
"{""action"":""add"",""product"":""spinach"",""quantity"":20}",add,spinach,20
"{""action"":""remove"",""product"":""broccoli"",""quantity"":3}",remove,broccoli,3
"{""action"":""add"",""product"":""conditioner"",""quantity"":16}",add,conditioner,16
"{""action"":""remove"",""product"":""more juice"",""quantity"":4}",remove,more juice,4
"{""action"":""remove"",""product"":""potatoes"",""quantity"":3}",remove,potatoes,3
"{""action"":""remove"",""product"":""zucchini"",""quantity"":10}",remove,zucchini,10
"{""action"":""add"",""product"":""cheddar"",""quantity"":13}",add,cheddar,13
"{""action"":""remove"",""product"":""pepper"",""quantity"":5}",remove,pepper,5
"{""action"":""remove"",""product"":""cheddar"",""quantity"":5}",remove,cheddar,5
"{""action"":""remove"",""product"":""oliveoil"",""quantity"":12}",remove,oliveoil,12
"{""action"":""add"",""product"":""salt"",""quantity"":14}",add,salt,14
"{""action"":""remove"",""product"":""oranges"",""quantity"":14}",remove,oranges,14
"{""action"":""remove"",""product"":""diapers"",""quantity"":20}",remove,diapers,20
"{""action"":""add"",""product"":""treats"",""quantity"":5}",add,treats,5
"{""action"":""remove"",""product"":""milk"",""quantity"":19}",remove,milk,19
"{""action"":""add"",""product"":""tissues"",""quantity"":8}",add,tissues,8
"{""action"":""add"",""product"":""conditioner"",""quantity"":20}",add,conditioner,20
"{""action"":""remove"",""product"":""cheddar"",""quantity"":14}",remove,cheddar,14
"{""action"":""add"",""product"":""avocados"",""quantity"":10}",add,avocados,10
"{""action"":""add"",""product"":""tuna"",""quantity"":10}",add,tuna,10
"{""action"":""add"",""product"":""bellpeppers"",""quantity"":15}",add,bellpeppers,15
"{""action"":""remove"",""product"":""pizza"",""quantity"":9}",remove,pizza,9
"{""action"":""remove"",""product"":""soda"",""quantity"":5}",remove,soda,5
"{""action"":""add"",""product"":""pasta"",""quantity"":9}",add,pasta,9
"{""action"":""remove"",""product"":""flour"",""quantity"":8}",remove,flour,8
"{""action"":""remove"",""product"":""mango"",""quantity"":19}",remove,mango,19
"{""action"":""remove"",""product"":""paper"",""quantity"":11}",remove,paper,11
"{""action"":""remove"",""product"":""lemons"",""quantity"":13}",remove,lemons,13
"{""action"":""remove"",""product"":""raspberries"",""quantity"":9}",remove,raspberries,9
"{""action"":""remove"",""product"":""eggs"",""quantity"":6}",remove,eggs,6
"{""action"":""remove"",""product"":""foil"",""quantity"":1}",remove,foil,1
"{""action"":""remove"",""product"":""bellpeppers"",""quantity"":6}",remove,bellpeppers,6
"{""action"":""remove"",""product"":""spaghetti"",""quantity"":20}",remove,spaghetti,20
"{""action"":""remove"",""product"":""towels"",""quantity"":10}",remove,towels,10
"{""action"":""add"",""product"":""coffee"",""quantity"":17}",add,coffee,17
"{""action"":""add"",""product"":""tuna"",""quantity"":19}",add,tuna,19
"{""action"":""remove"",""product"":""pepper"",""quantity"":20}",remove,pepper,20
"{""action"":""remove"",""product"":""packs of beef"",""quantity"":3}",remove,packs of beef,3
"{""action"":""remove"",""product"":""spinach"",""quantity"":10}",remove,spinach,10
"{""action"":""add"",""product"":""salmon"",""quantity"":14}",add,salmon,14
"{""action"":""remove"",""product"":""diapers"",""quantity"":17}",remove,diapers,17
"{""action"":""remove"",""product"":""avocados"",""quantity"":10}",remove,avocados,10
"{""action"":""remove"",""product"":""mozzarella"",""quantity"":12}",remove,mozzarella,12
"{""action"":""add"",""product"":""paper"",""quantity"":12}",add,paper,12
"{""action"":""add"",""product"":""brownsugar"",""quantity"":18}",add,brownsugar,18
"{""action"":""remove"",""product"":""detergent"",""quantity"":11}",remove,detergent,11
"{""action"":""add"",""product"":""oliveoil"",""quantity"":15}",add,oliveoil,15
"{""action"":""remove"",""product"":""watermelon"",""quantity"":19}",remove,watermelon,19
"{""action"":""add"",""product"":""juice"",""quantity"":11}",add,juice,11
"{""action"":""add"",""product"":""vegetables"",""quantity"":1}",add,vegetables,1
"{""action"":""remove"",""product"":""salt"",""quantity"":9}",remove,salt,9
"{""action"":""add"",""product"":""litter"",""quantity"":1}",add,litter,1
"{""action"":""add"",""product"":""raspberries"",""quantity"":11}",add,raspberries,11
"{""action"":""remove"",""product"":""avocados"",""quantity"":16}",remove,avocados,16
"{""action"":""add"",""product"":""soda"",""quantity"":2}",add,soda,2
"{""action"":""add"",""product"":""quinoa"",""quantity"":14}",add,quinoa,14
"{""action"":""add"",""product"":""spinach"",""quantity"":9}",add,spinach,9
"{""action"":""add"",""product"":""beef"",""quantity"":5}",add,beef,5
"{""action"":""add"",""product"":""quinoa"",""quantity"":19}",add,quinoa,19
"{""action"":""remove"",""product"":""yogurt"",""quantity"":19}",remove,yogurt,19
"{""action"":""remove"",""product"":""coffee"",""quantity"":5}",remove,coffee,5
"{""action"":""add"",""product"":""chicken"",""quantity"":11}",add,chicken,11
"{""action"":""remove"",""product"":""bags"",""quantity"":1}",remove,bags,1
"{""action"":""remove"",""product"":""cereal"",""quantity"":20}",remove,cereal,20
"{""action"":""add"",""product"":""apples"",""quantity"":12}",add,apples,12
"{""action"":""remove"",""product"":""juice"",""quantity"":9}",remove,juice,9
"{""action"":""remove"",""product"":""tea"",""quantity"":9}",remove,tea,9
"{""action"":""remove"",""product"":""gelato"",""quantity"":16}",remove,gelato,16
"{""action"":""remove"",""product"":""packs of bread"",""quantity"":19}",remove,packs of bread,19
"{""action"":""remove"",""product"":""gelato"",""quantity"":12}",remove,gelato,12
"{""action"":""add"",""product"":""bread"",""quantity"":15}",add,bread,15
"{""action"":""add"",""product"":""spaghetti"",""quantity"":5}",add,spaghetti,5
"{""action"":""add"",""product"":""limes"",""quantity"":1}",add,limes,1
"{""action"":""add"",""product"":""beef"",""quantity"":10}",add,beef,10
"{""action"":""remove"",""product"":""cheddar"",""quantity"":9}",remove,cheddar,9
"{""action"":""remove"",""product"":""packs of soap"",""quantity"":3}",remove,packs of soap,3
"{""action"":""remove"",""product"":""butter"",""quantity"":19}",remove,butter,19
"{""action"":""remove"",""product"":""raspberries"",""quantity"":12}",remove,raspberries,12
"{""action"":""add"",""product"":""toothbrush"",""quantity"":4}",add,toothbrush,4
"{""action"":""add"",""product"":""foil"",""quantity"":11}",add,foil,11
"{""action"":""add"",""product"":""pepper"",""quantity"":19}",add,pepper,19
"{""action"":""add"",""product"":""detergent"",""quantity"":17}",add,detergent,17
"{""action"":""remove"",""product"":""pizza"",""quantity"":13}",remove,pizza,13
"{""action"":""remove"",""product"":""packs of yogurt"",""quantity"":5}",remove,packs of yogurt,5
"{""action"":""add"",""product"":""yogurt"",""quantity"":17}",add,yogurt,17
"{""action"":""add"",""product"":""kibble"",""quantity"":19}",add,kibble,19
"{""action"":""remove"",""product"":""coffee"",""quantity"":2}",remove,coffee,2
"{""action"":""remove"",""product"":""spinach"",""quantity"":6}",remove,spinach,6
"{""action"":""add"",""product"":""blueberries"",""quantity"":7}",add,blueberries,7
"{""action"":""add"",""product"":""carrots"",""quantity"":13}",add,carrots,13
"{""action"":""remove"",""product"":""bulbs"",""quantity"":11}",remove,bulbs,11
"{""action"":""remove"",""product"":""bananas"",""quantity"":11}",remove,bananas,11
"{""action"":""add"",""product"":""broccoli"",""quantity"":6}",add,broccoli,6
"{""action"":""remove"",""product"":""tea"",""quantity"":7}",remove,tea,7
"{""action"":""add"",""product"":""milk"",""quantity"":8}",add,milk,8
"{""action"":""remove"",""product"":""coffee"",""quantity"":18}",remove,coffee,18
"{""action"":""add"",""product"":""shampoo"",""quantity"":20}",add,shampoo,20
"{""action"":""add"",""product"":""butter"",""quantity"":15}",add,butter,15
"{""action"":""add"",""product"":""batteries"",""quantity"":9}",add,batteries,9
"{""action"":""add"",""product"":""bulbs"",""quantity"":13}",add,bulbs,13
"{""action"":""remove"",""product"":""tea"",""quantity"":10}",remove,tea,10
"{""action"":""remove"",""product"":""lemons"",""quantity"":16}",remove,lemons,16
"{""action"":""remove"",""product"":""14 wash"",""quantity"":14}",remove,14 wash,14
"{""action"":""remove"",""product"":""cucumbers"",""quantity"":15}",remove,cucumbers,15
"{""action"":""remove"",""product"":""mango"",""quantity"":13}",remove,mango,13
"{""action"":""remove"",""product"":""detergent"",""quantity"":18}",remove,detergent,18
"{""action"":""remove"",""product"":""cereal"",""quantity"":4}",remove,cereal,4
"{""action"":""add"",""product"":""limes"",""quantity"":18}",add,limes,18
"{""action"":""remove"",""product"":""paper"",""quantity"":19}",remove,paper,19
"{""action"":""add"",""product"":""packs of bread"",""quantity"":20}",add,packs of bread,20
"{""action"":""remove"",""product"":""tissues"",""quantity"":5}",remove,tissues,5
"{""action"":""add"",""product"":""kibble"",""quantity"":16}",add,kibble,16
"{""action"":""add"",""product"":""detergent"",""quantity"":9}",add,detergent,9
"{""action"":""remove"",""product"":""sunfloweroil"",""quantity"":15}",remove,sunfloweroil,15
"{""action"":""remove"",""product"":""salt"",""quantity"":9}",remove,salt,9
"{""action"":""remove"",""product"":""garlic"",""quantity"":3}",remove,garlic,3
"{""action"":""remove"",""product"":""bananas"",""quantity"":9}",remove,bananas,9
"{""action"":""add"",""product"":""broccoli"",""quantity"":4}",add,broccoli,4
"{""action"":""add"",""product"":""spinach"",""quantity"":7}",add,spinach,7
"{""action"":""add"",""product"":""salt"",""quantity"":20}",add,salt,20
"{""action"":""add"",""product"":""mango"",""quantity"":17}",add,mango,17
"{""action"":""add"",""product"":""tissues"",""quantity"":2}",add,tissues,2
"{""action"":""remove"",""product"":""sweetpotatoes"",""quantity"":17}",remove,sweetpotatoes,17
"{""action"":""remove"",""product"":""diapers"",""quantity"":13}",remove,diapers,13
"{""action"":""remove"",""product"":""beef"",""quantity"":11}",remove,beef,11
"{""action"":""add"",""product"":""yogurt"",""quantity"":18}",add,yogurt,18
"{""action"":""add"",""product"":""gelato"",""quantity"":18}",add,gelato,18
"{""action"":""add"",""product"":""mushrooms"",""quantity"":7}",add,mushrooms,7
"{""action"":""add"",""product"":""gelato"",""quantity"":6}",add,gelato,6
"{""action"":""remove"",""product"":""tuna"",""quantity"":15}",remove,tuna,15
"{""action"":""add"",""product"":""bread"",""quantity"":6}",add,bread,6
"{""action"":""remove"",""product"":""oranges"",""quantity"":9}",remove,oranges,9
"{""action"":""remove"",""product"":""yogurt"",""quantity"":1}",remove,yogurt,1
"{""action"":""add"",""product"":""oliveoil"",""quantity"":1}",add,oliveoil,1
"{""action"":""add"",""product"":""tea"",""quantity"":15}",add,tea,15
"{""action"":""remove"",""product"":""bread"",""quantity"":3}",remove,bread,3
"{""action"":""remove"",""product"":""bananas"",""quantity"":10}",remove,bananas,10
"{""action"":""add"",""product"":""blueberries"",""quantity"":4}",add,blueberries,4
"{""action"":""remove"",""product"":""avocados"",""quantity"":4}",remove,avocados,4
"{""action"":""remove"",""product"":""mango"",""quantity"":7}",remove,mango,7
"{""action"":""remove"",""product"":""gelato"",""quantity"":18}",remove,gelato,18
"{""action"":""add"",""product"":""toothbrush"",""quantity"":8}",add,toothbrush,8
"{""action"":""remove"",""product"":""avocados"",""quantity"":2}",remove,avocados,2
"{""action"":""add"",""product"":""packs of bread"",""quantity"":7}",add,packs of bread,7
"{""action"":""remove"",""product"":""soap"",""quantity"":12}",remove,soap,12
"{""action"":""remove"",""product"":""lemonade"",""quantity"":20}",remove,lemonade,20
"{""action"":""remove"",""product"":""zucchini"",""quantity"":20}",remove,zucchini,20
"{""action"":""remove"",""product"":""more zucchini"",""quantity"":9}",remove,more zucchini,9
"{""action"":""add"",""product"":""foil"",""quantity"":6}",add,foil,6
"{""action"":""add"",""product"":""juice"",""quantity"":3}",add,juice,3
"{""action"":""add"",""product"":""watermelon"",""quantity"":5}",add,watermelon,5
"{""action"":""remove"",""product"":""raspberries"",""quantity"":9}",remove,raspberries,9
"{""action"":""add"",""product"":""pizza"",""quantity"":3}",add,pizza,3
"{""action"":""add"",""product"":""sugar"",""quantity"":19}",add,sugar,19
"{""action"":""add"",""product"":""chicken"",""quantity"":17}",add,chicken,17
"{""action"":""add"",""product"":""towels"",""quantity"":3}",add,towels,3
"{""action"":""add"",""product"":""tea"",""quantity"":16}",add,tea,16
"{""action"":""remove"",""product"":""milk"",""quantity"":4}",remove,milk,4
"{""action"":""add"",""product"":""pepper"",""quantity"":4}",add,pepper,4
"{""action"":""remove"",""product"":""tea"",""quantity"":14}",remove,tea,14
"{""action"":""remove"",""product"":""pizza"",""quantity"":18}",remove,pizza,18
"{""action"":""remove"",""product"":""sweetpotatoes"",""quantity"":10}",remove,sweetpotatoes,10
"{""action"":""remove"",""product"":""pizza"",""quantity"":13}",remove,pizza,13
"{""action"":""add"",""product"":""detergent"",""quantity"":6}",add,detergent,6
"{""action"":""add"",""product"":""oliveoil"",""quantity"":2}",add,oliveoil,2
"{""action"":""add"",""product"":""salmon"",""quantity"":4}",add,salmon,4
"{""action"":""remove"",""product"":""shampoo"",""quantity"":5}",remove,shampoo,5
"{""action"":""remove"",""product"":""diapers"",""quantity"":13}",remove,diapers,13
"{""action"":""remove"",""product"":""granola"",""quantity"":20}",remove,granola,20
"{""action"":""add"",""product"":""bulbs"",""quantity"":3}",add,bulbs,3
"{""action"":""add"",""product"":""chicken"",""quantity"":5}",add,chicken,5
"{""action"":""add"",""product"":""tomatoes"",""quantity"":11}",add,tomatoes,11
"{""action"":""add"",""product"":""mango"",""quantity"":1}",add,mango,1
"{""action"":""add"",""product"":""toothpaste"",""quantity"":17}",add,toothpaste,17
"{""action"":""remove"",""product"":""mushrooms"",""quantity"":6}",remove,mushrooms,6
