User Input,llm_action,llm_product,llm_quantity,Parsing Status,Raw Response
I'd like to add 18 kibble,add,kibble,18,success,"{""action"": ""add"", ""product"": ""kibble"", ""quantity"": 18}"
Include 18 tomatoes,add,tomatoes,18,success,"{""action"": ""add"", ""product"": ""tomatoes"", ""quantity"": 18}"
Include 5 toothpaste,include,toothpaste,5,success,"{""action"": ""include"", ""product"": ""toothpaste"", ""quantity"": 5}"
Include 6 wipes,include,wipes,6,success,"{""action"": ""include"", ""product"": ""wipes"", ""quantity"": 6}"
Please remove 8 bulbs,remove,bulbs,8,success,"{""action"": ""remove"", ""product"": ""bulbs"", ""quantity"": 8}"
Get rid of 6 tea,remove,tea,6,success,"{""action"": ""remove"", ""product"": ""tea"", ""quantity"": 6}"
Could you remove 20 milk,remove,milk,20,success,"{""action"": ""remove"", ""product"": ""milk"", ""quantity"": 20}"
Take 4 bellpeppers out,remove,bellpeppers,4,success,"{""action"": ""remove"", ""product"": ""bellpeppers"", ""quantity"": 4}"
I want to add 10 wipes,add,wipes,10,success,"{""action"": ""add"", ""product"": ""wipes"", ""quantity"": 10}"
I want to take out 3 broccoli,remove,broccoli,3,success,"{""action"": ""remove"", ""product"": ""broccoli"", ""quantity"": 3}"
Add 3 foil to my cart,add,foil,3,success,"{""action"": ""add"", ""product"": ""foil"", ""quantity"": 3}"
I'd like 6 bulbs,add,bulbs,6,success,"{""action"": ""add"", ""product"": ""bulbs"", ""quantity"": 6}"
Please grab 8 water,grab,water,8,success,"{
  ""action"": ""grab"",
  ""product"": ""water"",
  ""quantity"": 8
}"
Remove 16 of pasta,remove,pasta,16,success,"{""action"": ""remove"", ""product"": ""pasta"", ""quantity"": 16}"
I want to remove 11 toothbrush,remove,toothbrush,11,success,"{""action"": ""remove"", ""product"": ""toothbrush"", ""quantity"": 11}"
Add 16 juice to my cart,add,juice,16,success,"{""action"": ""add"", ""product"": ""juice"", ""quantity"": 16}"
Delete 19 tea from my cart,remove,tea,19,success,"{""action"": ""remove"", ""product"": ""tea"", ""quantity"": 19}"
Take 13 butter out of my cart,remove,butter,13,success,"{""action"": ""remove"", ""product"": ""butter"", ""quantity"": 13}"
Take out 8 rice,remove,rice,8,success,"{""action"": ""remove"", ""product"": ""rice"", ""quantity"": 8}"
Include 8 strawberries in my order,add,strawberries,8,success,"{""action"": ""add"", ""product"": ""strawberries"", ""quantity"": 8}"
Take out 8 shampoo,remove,shampoo,8,success,"{""action"": ""remove"", ""product"": ""shampoo"", ""quantity"": 8}"
Get me 15 shampoo,add,shampoo,15,success,"{""action"": ""add"", ""product"": ""shampoo"", ""quantity"": 15}"
Remove 11 strawberries,remove,strawberries,11,success,"{""action"": ""remove"", ""product"": ""strawberries"", ""quantity"": 11}"
Can I get 18 cucumbers,add,cucumbers,18,success,"{""action"": ""add"", ""product"": ""cucumbers"", ""quantity"": 18}"
Remove 1 litter please,remove,litter,1,success,"{""action"": ""remove"", ""product"": ""litter"", ""quantity"": 1}"
Delete 2 litter from my cart,remove,litter,2,success,"{""action"": ""remove"", ""product"": ""litter"", ""quantity"": 2}"
Can I get 10 lemonade,add,lemonade,10,success,"{""action"": ""add"", ""product"": ""lemonade"", ""quantity"": 10}"
Remove 13 blueberries from my cart,remove,blueberries,13,success,"{""action"": ""remove"", ""product"": ""blueberries"", ""quantity"": 13}"
Get me 16 cola,add,cola,16,success,"{""action"": ""add"", ""product"": ""cola"", ""quantity"": 16}"
Take away 13 more raspberries,remove,rasberries,13,success,"{""action"": ""remove"", ""product"": ""rasberries"", ""quantity"": 13}"
Include 6 potatoes,include,potatoes,6,success,"{
  ""action"": ""include"",
  ""product"": ""potatoes"",
  ""quantity"": 6
}"
Please remove 17 eggplant,remove,eggplant,17,success,"{""action"": ""remove"", ""product"": ""eggplant"", ""quantity"": 17}"
Include 3 oranges in my order,add,oranges,3,success,"{""action"": ""add"", ""product"": ""oranges"", ""quantity"": 3}"
I need to remove 10 eggplant,remove,eggplant,10,success,"{""action"": ""remove"", ""product"": ""eggplant"", ""quantity"": 10}"
Remove 17 of carrots,remove,carrots,17,success,"{""action"": ""remove"", ""product"": ""carrots"", ""quantity"": 17}"
Remove 20 water from my cart,remove,water,20,success,"{""action"": ""remove"", ""product"": ""water"", ""quantity"": 20}"
Take 3 bags out of my cart,remove,bags,3,success,"{""action"": ""remove"", ""product"": ""bags"", ""quantity"": 3}"
Remove 3 packs of limes,remove,limes,3,success,"{""action"": ""remove"", ""product"": ""limes"", ""quantity"": 3}"
Please delete 7 shampoo,delete,shampoo,7,success,"{
  ""action"": ""delete"",
  ""product"": ""shampoo"",
  ""quantity"": 7
}"
Take out 13 apples,remove,apples,13,success,"{""action"": ""remove"", ""product"": ""apples"", ""quantity"": 13}"
Delete 17 spinach from my cart,remove,spinach,17,success,"{""action"": ""remove"", ""product"": ""spinach"", ""quantity"": 17}"
Need 6 oliveoil,add,oliveoil,6,success,"{""action"": ""add"", ""product"": ""oliveoil"", ""quantity"": 6}"
Please include 10 shampoo,add,shampoo,10,success,"{""action"": ""add"", ""product"": ""shampoo"", ""quantity"": 10}"
Delete 7 diapers,delete,diapers,7,success,"{""action"": ""delete"", ""product"": ""diapers"", ""quantity"": 7}"
Take 6 brownsugar out,remove,brownsugar,6,success,"{""action"": ""remove"", ""product"": ""brownsugar"", ""quantity"": 6}"
Need 6 diapers,add,diapers,6,success,"{""action"": ""add"", ""product"": ""diapers"", ""quantity"": 6}"
Can you take out 5 cola,remove,cola,5,success,"{""action"": ""remove"", ""product"": ""cola"", ""quantity"": 5}"
Remove 14 more bellpeppers,remove,bellpeppers,14,success,"{""action"": ""remove"", ""product"": ""bellpeppers"", ""quantity"": 14}"
Add 16 flour to my cart,add,flour,16,success,"{""action"": ""add"", ""product"": ""flour"", ""quantity"": 16}"
Put 2 eggplant in the shopping cart,add,eggplant,2,success,"{""action"": ""add"", ""product"": ""eggplant"", ""quantity"": 2}"
Remove 17 of eggplant,remove,eggplant,17,success,"{""action"": ""remove"", ""product"": ""eggplant"", ""quantity"": 17}"
I need 14 beef added,add,beef,14,success,"{""action"": ""add"", ""product"": ""beef"", ""quantity"": 14}"
Remove 17 of soda,remove,soda,17,success,"{""action"": ""remove"", ""product"": ""soda"", ""quantity"": 17}"
Remove 18 foil from my cart,remove,foil,18,success,"{""action"": ""remove"", ""product"": ""foil"", ""quantity"": 18}"
I'll take 4 detergent,take,detergent,4,success,"{
  ""action"": ""take"",
  ""product"": ""detergent"",
  ""quantity"": 4
}"
Please include 10 garlic,add,garlic,10,success,"{
  ""action"": ""add"",
  ""product"": ""garlic"",
  ""quantity"": 10
}"
Remove 14 blueberries,remove,blueberries,14,success,"{""action"": ""remove"", ""product"": ""blueberries"", ""quantity"": 14}"
Could you add 17 brownsugar,add,brownsugar,17,success,"{""action"": ""add"", ""product"": ""brownsugar"", ""quantity"": 17}"
Get me 15 oranges,add,oranges,15,success,"{""action"": ""add"", ""product"": ""oranges"", ""quantity"": 15}"
Put 1 bags in the shopping cart,add,bags,1,success,"{""action"": ""add"", ""product"": ""bags"", ""quantity"": 1}"
Take out 19 cereal,remove,cereal,19,success,"{""action"": ""remove"", ""product"": ""cereal"", ""quantity"": 19}"
Add 2 yogurt,Add,yogurt,2,success,"{""action"": ""Add"", ""product"": ""yogurt"", ""quantity"": 2}"
Add 12 conditioner please,add,conditioner,12,success,"{""action"": ""add"", ""product"": ""conditioner"", ""quantity"": 12}"
Could you remove 12 wash,remove,wash,12,success,"{""action"": ""remove"", ""product"": ""wash"", ""quantity"": 12}"
Get me 7 soda,add,soda,7,success,"{""action"": ""add"", ""product"": ""soda"", ""quantity"": 7}"
Cancel 16 yogurt,remove,yogurt,16,success,"{""action"": ""remove"", ""product"": ""yogurt"", ""quantity"": 16}"
Add 20 of spinach,add,spinach,20,success,"{""action"": ""add"", ""product"": ""spinach"", ""quantity"": 20}"
Take away 4 wash,remove,wash,4,success,"{""action"": ""remove"", ""product"": ""wash"", ""quantity"": 4}"
Get rid of 2 soda,remove,soda,2,success,"{""action"": ""remove"", ""product"": ""soda"", ""quantity"": 2}"
Add 1 of toothbrush,add,toothbrush,1,success,"{
  ""action"": ""add"",
  ""product"": ""toothbrush"",
  ""quantity"": 1
}"
Can you take out 17 oranges,remove,oranges,17,success,"{""action"": ""remove"", ""product"": ""oranges"", ""quantity"": 17}"
Could you add 11 chicken,add,chicken,11,success,"{""action"": ""add"", ""product"": ""chicken"", ""quantity"": 11}"
Remove 4 juice from my cart,remove,juice,4,success,"{""action"": ""remove"", ""product"": ""juice"", ""quantity"": 4}"
Put in 5 oatmeal,add,oatmeal,5,success,"{""action"": ""add"", ""product"": ""oatmeal"", ""quantity"": 5}"
I'd like to add 12 pineapple,add,pineapple,12,success,"{
  ""action"": ""add"",
  ""product"": ""pineapple"",
  ""quantity"": 12
}"
Remove 7 units of water,remove,water,7,success,"{""action"": ""remove"", ""product"": ""water"", ""quantity"": 7}"
I want to add 17 cola,add,cola,17,success,"{""action"": ""add"", ""product"": ""cola"", ""quantity"": 17}"
Remove 4 carrots please,remove,carrots,4,success,"{""action"": ""remove"", ""product"": ""carrots"", ""quantity"": 4}"
I need to remove 6 butter,remove,butter,6,success,"{""action"": ""remove"", ""product"": ""butter"", ""quantity"": 6}"
Remove 18 units of bags,remove,bags,18,success,"{""action"": ""remove"", ""product"": ""bags"", ""quantity"": 18}"
Take 5 bananas out of my cart,remove,bananas,5,success,"{""action"": ""remove"", ""product"": ""bananas"", ""quantity"": 5}"
Add 9 units of lemonade,add,lemonade,9,success,"{""action"": ""add"", ""product"": ""lemonade"", ""quantity"": 9}"
I want to add 15 water,add,water,15,success,"{""action"": ""add"", ""product"": ""water"", ""quantity"": 15}"
Take out 12 oliveoil,remove,oliveoil,12,success,"{
  ""action"": ""remove"",
  ""product"": ""oliveoil"",
  ""quantity"": 12
}"
I want to take out 14 paper,remove,paper,14,success,"{""action"": ""remove"", ""product"": ""paper"", ""quantity"": 14}"
Cancel 11 juice,remove,juice,11,success,"{""action"": ""remove"", ""product"": ""juice"", ""quantity"": 11}"
Add 18 of bananas,add,bananas,18,success,"{""action"": ""add"", ""product"": ""bananas"", ""quantity"": 18}"
Cancel 17 mushrooms,remove,mushrooms,17,success,"{""action"": ""remove"", ""product"": ""mushrooms"", ""quantity"": 17}"
I want to take out 8 pineapple,remove,pineapple,8,success,"{""action"": ""remove"", ""product"": ""pineapple"", ""quantity"": 8}"
Get me 8 mozzarella,add,mozzarella,8,success,"{""action"": ""add"", ""product"": ""mozzarella"", ""quantity"": 8}"
Could you add 9 sugar,add,sugar,9,success,"{""action"": ""add"", ""product"": ""sugar"", ""quantity"": 9}"
I want to remove 18 cola,remove,cola,18,success,"{""action"": ""remove"", ""product"": ""cola"", ""quantity"": 18}"
Take 16 toothbrush out of my cart,remove,toothbrush,16,success,"{""action"": ""remove"", ""product"": ""toothbrush"", ""quantity"": 16}"
Remove 5 more pasta,remove,pasta,5,success,"{""action"": ""remove"", ""product"": ""pasta"", ""quantity"": 5}"
Take 10 chicken out of my cart,remove,chicken,10,success,"{""action"": ""remove"", ""product"": ""chicken"", ""quantity"": 10}"
Throw in 13 limes,add,limes,13,success,"{""action"": ""add"", ""product"": ""limes"", ""quantity"": 13}"
Take away 19 water,remove,water,19,success,"{""action"": ""remove"", ""product"": ""water"", ""quantity"": 19}"
Please include 2 avocados,add,avocados,2,success,"{""action"": ""add"", ""product"": ""avocados"", ""quantity"": 2}"
Remove 6 detergent please,remove,detergent,6,success,"{""action"": ""remove"", ""product"": ""detergent"", ""quantity"": 6}"
Delete 6 potatoes from my cart,remove,potatoes,6,success,"{""action"": ""remove"", ""product"": ""potatoes"", ""quantity"": 6}"
Take away 1 conditioner,remove,conditioner,1,success,"{""action"": ""remove"", ""product"": ""conditioner"", ""quantity"": 1}"
Remove 7 of limes,remove,limes,7,success,"{""action"": ""remove"", ""product"": ""limes"", ""quantity"": 7}"
I need 5 flour added,add,flour,5,success,"{""action"": ""add"", ""product"": ""flour"", ""quantity"": 5}"
Drop 1 blueberries,remove,blueberries,1,success,"{""action"": ""remove"", ""product"": ""blueberries"", ""quantity"": 1}"
I want to remove 16 quinoa,remove,quinoa,16,success,"{""action"": ""remove"", ""product"": ""quinoa"", ""quantity"": 16}"
Add 6 more conditioner,add,conditioner,6,success,"{""action"": ""add"", ""product"": ""conditioner"", ""quantity"": 6}"
Remove 18 potatoes from my cart,remove,potatoes,18,success,"{""action"": ""remove"", ""product"": ""potatoes"", ""quantity"": 18}"
Add 20 tuna for me,add,tuna,20,success,"{""action"": ""add"", ""product"": ""tuna"", ""quantity"": 20}"
Add 3 of granola,add,granola,3,success,"{""action"": ""add"", ""product"": ""granola"", ""quantity"": 3}"
Add 7 packs of soap,Add,soap,7,success,"{""action"": ""Add"", ""product"": ""soap"", ""quantity"": 7}"
Include 9 juice,add,juice,9,success,"{""action"": ""add"", ""product"": ""juice"", ""quantity"": 9}"
Add 13 units of watermelon,add,watermelon,13,success,"{""action"": ""add"", ""product"": ""watermelon"", ""quantity"": 13}"
I need 19 juice,add,juice,19,success,"{""action"": ""add"", ""product"": ""juice"", ""quantity"": 19}"
I'd like to add 8 toothbrush,add,toothbrush,8,success,"{""action"": ""add"", ""product"": ""toothbrush"", ""quantity"": 8}"
Please put 2 garlic in my cart,add,garlic,2,success,"{""action"": ""add"", ""product"": ""garlic"", ""quantity"": 2}"
I need to remove 8 onions,remove,onions,8,success,"{""action"": ""remove"", ""product"": ""onions"", ""quantity"": 8}"
Can you add 20 tissues,add,tissues,20,success,"{""action"": ""add"", ""product"": ""tissues"", ""quantity"": 20}"
Can you add 11 mango,add,mango,11,success,"{""action"": ""add"", ""product"": ""mango"", ""quantity"": 11}"
Please grab 6 onions,grab,onions,6,success,"{""action"": ""grab"", ""product"": ""onions"", ""quantity"": 6}"
I want 10 kibble,add,kibble,10,success,"{""action"": ""add"", ""product"": ""kibble"", ""quantity"": 10}"
Could you add 2 onions,add,onions,2,success,"{""action"": ""add"", ""product"": ""onions"", ""quantity"": 2}"
Include 11 salt,add,salt,11,success,"{""action"": ""add"", ""product"": ""salt"", ""quantity"": 11}"
Take out 15 potatoes,remove,potatoes,15,success,"{""action"": ""remove"", ""product"": ""potatoes"", ""quantity"": 15}"
Please grab 7 garlic,add,garlic,7,success,"{""action"": ""add"", ""product"": ""garlic"", ""quantity"": 7}"
I'd like to remove 15 strawberries,remove,strawberries,15,success,"{""action"": ""remove"", ""product"": ""strawberries"", ""quantity"": 15}"
I'd like 13 paper,add,paper,13,success,"{
  ""action"": ""add"",
  ""product"": ""paper"",
  ""quantity"": 13
}"
Remove 2 coffee please,remove,coffee,2,success,"{""action"": ""remove"", ""product"": ""coffee"", ""quantity"": 2}"
Please include 4 bread,add,bread,4,success,"{""action"": ""add"", ""product"": ""bread"", ""quantity"": 4}"
Add 15 of wrap,add,wrap,15,success,"{""action"": ""add"", ""product"": ""wrap"", ""quantity"": 15}"
Need 14 flour,add,flour,14,success,"{""action"": ""add"", ""product"": ""flour"", ""quantity"": 14}"
Add 6 tissues for me,add,tissues,6,success,"{""action"": ""add"", ""product"": ""tissues"", ""quantity"": 6}"
Remove 14 salmon please,remove,salmon,14,success,"{""action"": ""remove"", ""product"": ""salmon"", ""quantity"": 14}"
Remove 13 more cereal,remove,cereal,13,success,"{""action"": ""remove"", ""product"": ""cereal"", ""quantity"": 13}"
Delete 3 butter from my cart,remove,butter,3,success,"{""action"": ""remove"", ""product"": ""butter"", ""quantity"": 3}"
Add 17 more pasta,add,pasta,17,success,"{""action"": ""add"", ""product"": ""pasta"", ""quantity"": 17}"
I need 18 spinach,add,spinach,18,success,"{""action"": ""add"", ""product"": ""spinach"", ""quantity"": 18}"
Put in 3 bread,add,bread,3,success,"{""action"": ""add"", ""product"": ""bread"", ""quantity"": 3}"
Remove 19 units of tissues,remove,tissues,19,success,"{""action"": ""remove"", ""product"": ""tissues"", ""quantity"": 19}"
Could you remove 12 quinoa,remove,quinoa,12,success,"{""action"": ""remove"", ""product"": ""quinoa"", ""quantity"": 12}"
I want to take out 12 toothpaste,remove,toothpaste,12,success,"{""action"": ""remove"", ""product"": ""toothpaste"", ""quantity"": 12}"
Add 9 of tissues,add,tissues,9,success,"{""action"": ""add"", ""product"": ""tissues"", ""quantity"": 9}"
I want to take out 3 tuna,remove,tuna,3,success,"{""action"": ""remove"", ""product"": ""tuna"", ""quantity"": 3}"
Put 12 tissues in the shopping cart,add,tissues,12,success,"{""action"": ""add"", ""product"": ""tissues"", ""quantity"": 12}"
Could you remove 15 cheddar,remove,cheddar,15,success,"{""action"": ""remove"", ""product"": ""cheddar"", ""quantity"": 15}"
I'd like to add 3 garlic,add,garlic,3,success,"{""action"": ""add"", ""product"": ""garlic"", ""quantity"": 3}"
Please put 4 strawberries in my cart,add,strawberries,4,success,"{""action"": ""add"", ""product"": ""strawberries"", ""quantity"": 4}"
I need 1 rice added,add,rice,1,success,"{""action"": ""add"", ""product"": ""rice"", ""quantity"": 1}"
Add 2 more butter,add,butter,2,success,"{""action"": ""add"", ""product"": ""butter"", ""quantity"": 2}"
Remove 9 oatmeal please,remove,oatmeal,9,success,"{""action"": ""remove"", ""product"": ""oatmeal"", ""quantity"": 9}"
Put 8 pepper in the shopping cart,add,pepper,8,success,"{""action"": ""add"", ""product"": ""pepper"", ""quantity"": 8}"
Remove 6 pineapple,remove,pineapple,6,success,"{""action"": ""remove"", ""product"": ""pineapple"", ""quantity"": 6}"
Take out 6 water,remove,water,6,success,"{""action"": ""remove"", ""product"": ""water"", ""quantity"": 6}"
Please put 20 pineapple in my cart,add,pineapple,20,success,"{""action"": ""add"", ""product"": ""pineapple"", ""quantity"": 20}"
Put 13 raspberries in my cart,add,rasberries,13,success,"{""action"": ""add"", ""product"": ""rasberries"", ""quantity"": 13}"
Delete 16 kibble from my cart,remove,kibble,16,success,"{""action"": ""remove"", ""product"": ""kibble"", ""quantity"": 16}"
I need to remove 16 raspberries,remove,rasberries,16,success,"{""action"": ""remove"", ""product"": ""rasberries"", ""quantity"": 16}"
Get me 19 mango,add,mango,19,success,"{""action"": ""add"", ""product"": ""mango"", ""quantity"": 19}"
Drop 13 detergent,remove,detergent,13,success,"{""action"": ""remove"", ""product"": ""detergent"", ""quantity"": 13}"
Get me 2 broccoli,add,broccoli,2,success,"{""action"": ""add"", ""product"": ""broccoli"", ""quantity"": 2}"
Take out 15 paper,take_out,paper,15,success,"{""action"": ""take_out"", ""product"": ""paper"", ""quantity"": 15}"
Remove 13 of rice,remove,rice,13,success,"{""action"": ""remove"", ""product"": ""rice"", ""quantity"": 13}"
Take 19 gelato out,remove,gelato,19,success,"{""action"": ""remove"", ""product"": ""gelato"", ""quantity"": 19}"
I'd like to remove 18 granola,remove,granola,18,success,"{""action"": ""remove"", ""product"": ""granola"", ""quantity"": 18}"
Throw in 8 tea,add,tea,8,success,"{""action"": ""add"", ""product"": ""tea"", ""quantity"": 8}"
I need 3 pizza added,add,pizza,3,success,"{""action"": ""add"", ""product"": ""pizza"", ""quantity"": 3}"
Remove 11 more zucchini,remove,zucchini,11,success,"{""action"": ""remove"", ""product"": ""zucchini"", ""quantity"": 11}"
I want to take out 14 sweetpotatoes,remove,sweetpotatoes,14,success,"{""action"": ""remove"", ""product"": ""sweetpotatoes"", ""quantity"": 14}"
Remove 17 units of litter,remove,litter,17,success,"{""action"": ""remove"", ""product"": ""litter"", ""quantity"": 17}"
Can you take out 14 shampoo,remove,shampoo,14,success,"{""action"": ""remove"", ""product"": ""shampoo"", ""quantity"": 14}"
Add 13 soap,add,soap,13,success,"{""action"": ""add"", ""product"": ""soap"", ""quantity"": 13}"
I want to add 4 water,add,water,4,success,"{""action"": ""add"", ""product"": ""water"", ""quantity"": 4}"
Can I get 6 vegetables,add,vegetables,6,success,"{""action"": ""add"", ""product"": ""vegetables"", ""quantity"": 6}"
Please put 2 bread in my cart,add,bread,2,success,"{""action"": ""add"", ""product"": ""bread"", ""quantity"": 2}"
Add 2 gelato for me,add,gelato,2,success,"{""action"": ""add"", ""product"": ""gelato"", ""quantity"": 2}"
Get rid of 19 oatmeal,remove,oatmeal,19,success,"{""action"": ""remove"", ""product"": ""oatmeal"", ""quantity"": 19}"
Remove 15 units of soap,remove,soap,15,success,"{""action"": ""remove"", ""product"": ""soap"", ""quantity"": 15}"
Take 13 butter out of my cart,remove,butter,13,success,"{""action"": ""remove"", ""product"": ""butter"", ""quantity"": 13}"
Add 20 more tea,add,tea,20,success,"{""action"": ""add"", ""product"": ""tea"", ""quantity"": 20}"
Take 16 onions out of my cart,remove,onions,16,success,"{""action"": ""remove"", ""product"": ""onions"", ""quantity"": 16}"
Could you add 18 salmon,add,salmon,18,success,"{""action"": ""add"", ""product"": ""salmon"", ""quantity"": 18}"
Include 2 raspberries in my order,add,raspberries,2,success,"{""action"": ""add"", ""product"": ""raspberries"", ""quantity"": 2}"
Please grab 15 gelato,add,gelato,15,success,"{""action"": ""add"", ""product"": ""gelato"", ""quantity"": 15}"
I'll take 2 conditioner,add,conditioner,2,success,"{""action"": ""add"", ""product"": ""conditioner"", ""quantity"": 2}"
Remove 1 eggs from my cart,remove,eggs,1,success,"{""action"": ""remove"", ""product"": ""eggs"", ""quantity"": 1}"
Take 6 rice out of my cart,remove,rice,6,success,"{""action"": ""remove"", ""product"": ""rice"", ""quantity"": 6}"
Remove 18 packs of soap,remove,soap,18,success,"{""action"": ""remove"", ""product"": ""soap"", ""quantity"": 18}"
Put 7 zucchini in my cart,add,zucchini,7,success,"{""action"": ""add"", ""product"": ""zucchini"", ""quantity"": 7}"
I need 12 bellpeppers,add,bellpeppers,12,success,"{""action"": ""add"", ""product"": ""bellpeppers"", ""quantity"": 12}"
Take away 15 conditioner,remove,conditioner,15,success,"{
  ""action"": ""remove"",
  ""product"": ""conditioner"",
  ""quantity"": 15
}"
Please add 5 spinach,add,spinach,5,success,"{""action"": ""add"", ""product"": ""spinach"", ""quantity"": 5}"
Remove 1 milk from my cart,remove,milk,1,success,"{""action"": ""remove"", ""product"": ""milk"", ""quantity"": 1}"
Can you take out 10 watermelon,remove,watermelon,10,success,"{""action"": ""remove"", ""product"": ""watermelon"", ""quantity"": 10}"
Put 7 treats in my cart,add,treats,7,success,"{""action"": ""add"", ""product"": ""treats"", ""quantity"": 7}"
Put 8 coffee in my cart,add,coffee,8,success,"{""action"": ""add"", ""product"": ""coffee"", ""quantity"": 8}"
Remove 10 units of zucchini,remove,zucchini,10,success,"{""action"": ""remove"", ""product"": ""zucchini"", ""quantity"": 10}"
Can I get 1 soda,add,soda,1,success,"{""action"": ""add"", ""product"": ""soda"", ""quantity"": 1}"
Please put 17 yogurt in my cart,add,yogurt,17,success,"{""action"": ""add"", ""product"": ""yogurt"", ""quantity"": 17}"
I want to remove 19 tea,remove,tea,19,success,"{""action"": ""remove"", ""product"": ""tea"", ""quantity"": 19}"
Put 5 gelato in the shopping cart,add,gelato,5,success,"{""action"": ""add"", ""product"": ""gelato"", ""quantity"": 5}"
Delete 1 eggplant from my cart,remove,eggplant,1,success,"{""action"": ""remove"", ""product"": ""eggplant"", ""quantity"": 1}"
I need to remove 10 raspberries,remove,rasberries,10,success,"{""action"": ""remove"", ""product"": ""rasberries"", ""quantity"": 10}"
I want to take out 15 spaghetti,remove,spaghetti,15,success,"{""action"": ""remove"", ""product"": ""spaghetti"", ""quantity"": 15}"
Drop 14 toothbrush,drop,toothbrush,14,success,"{""action"": ""drop"", ""product"": ""toothbrush"", ""quantity"": 14}"
I'll take 20 foil,take,foil,20,success,"{
  ""action"": ""take"",
  ""product"": ""foil"",
  ""quantity"": 20
}"
Take away 7 more diapers,remove,diapers,7,success,"{""action"": ""remove"", ""product"": ""diapers"", ""quantity"": 7}"
Add 1 packs of tuna,add,tuna,1,success,"{""action"": ""add"", ""product"": ""tuna"", ""quantity"": 1, ""unit"": ""packs""}"
Remove 8 of apples,remove,apples,8,success,"{""action"": ""remove"", ""product"": ""apples"", ""quantity"": 8}"
Add 11 of cucumbers,add,cucumbers,11,success,"{""action"": ""add"", ""product"": ""cucumbers"", ""quantity"": 11}"
Add 1 of diapers,add,diapers,1,success,"{""action"": ""add"", ""product"": ""diapers"", ""quantity"": 1}"
I want to remove 8 milk,remove,milk,8,success,"{""action"": ""remove"", ""product"": ""milk"", ""quantity"": 8}"
Can I get 10 butter,add,butter,10,success,"{""action"": ""add"", ""product"": ""butter"", ""quantity"": 10}"
Add 11 packs of watermelon,Add,watermelon,11,success,"{
  ""action"": ""Add"",
  ""product"": ""watermelon"",
  ""quantity"": 11
}"
Take 10 toothpaste out of my cart,remove,toothpaste,10,success,"{""action"": ""remove"", ""product"": ""toothpaste"", ""quantity"": 10}"
Remove 8 more salmon,remove,salmon,8,success,"{""action"": ""remove"", ""product"": ""salmon"", ""quantity"": 8}"
I'd like to remove 18 apples,remove,apples,18,success,"{""action"": ""remove"", ""product"": ""apples"", ""quantity"": 18}"
Can you take out 11 spinach,remove,spinach,11,success,"{""action"": ""remove"", ""product"": ""spinach"", ""quantity"": 11}"
Get rid of 15 potatoes,remove,potatoes,15,success,"{""action"": ""remove"", ""product"": ""potatoes"", ""quantity"": 15}"
Add 8 packs of spaghetti,Add,spaghetti,8,success,"{""action"": ""Add"", ""product"": ""spaghetti"", ""quantity"": 8}"
Take out 13 gelato,remove,gelato,13,success,"{""action"": ""remove"", ""product"": ""gelato"", ""quantity"": 13}"
Please add 17 carrots,add,carrots,17,success,"{""action"": ""add"", ""product"": ""carrots"", ""quantity"": 17}"
I'll take 12 limes,add,limes,12,success,"{""action"": ""add"", ""product"": ""limes"", ""quantity"": 12}"
I need 4 pepper added,add,pepper,4,success,"{""action"": ""add"", ""product"": ""pepper"", ""quantity"": 4}"
Delete 10 raspberries,delete,rasberries,10,success,"{""action"": ""delete"", ""product"": ""rasberries"", ""quantity"": 10}"
Include 4 wash in my order,add,wash,4,success,"{""action"": ""add"", ""product"": ""wash"", ""quantity"": 4}"
Include 19 blueberries in my order,add,blueberries,19,success,"{""action"": ""add"", ""product"": ""blueberries"", ""quantity"": 19}"
Add 20 cola to my cart,add,cola,20,success,"{""action"": ""add"", ""product"": ""cola"", ""quantity"": 20}"
Need 17 soap,add,soap,17,success,"{""action"": ""add"", ""product"": ""soap"", ""quantity"": 17}"
I need to remove 9 foil,remove,foil,9,success,"{""action"": ""remove"", ""product"": ""foil"", ""quantity"": 9}"
Remove 18 more zucchini,remove,zucchini,18,success,"{""action"": ""remove"", ""product"": ""zucchini"", ""quantity"": 18}"
Get me 3 juice,add,juice,3,success,"{""action"": ""add"", ""product"": ""juice"", ""quantity"": 3}"
I need 8 tuna added,add,tuna,8,success,"{""action"": ""add"", ""product"": ""tuna"", ""quantity"": 8}"
Please put 12 tomatoes in my cart,add,tomatoes,12,success,"{""action"": ""add"", ""product"": ""tomatoes"", ""quantity"": 12}"
Can I get 5 batteries,add,batteries,5,success,"{""action"": ""add"", ""product"": ""batteries"", ""quantity"": 5}"
Take 1 oliveoil out of my cart,remove,oliveoil,1,success,"{""action"": ""remove"", ""product"": ""oliveoil"", ""quantity"": 1}"
I need to remove 12 butter,remove,butter,12,success,"{""action"": ""remove"", ""product"": ""butter"", ""quantity"": 12}"
Take away 17 tuna,remove,tuna,17,success,"{""action"": ""remove"", ""product"": ""tuna"", ""quantity"": 17}"
Put 19 carrots in the shopping cart,add,carrots,19,success,"{""action"": ""add"", ""product"": ""carrots"", ""quantity"": 19}"
Take out 9 rice,remove,rice,9,success,"{""action"": ""remove"", ""product"": ""rice"", ""quantity"": 9}"
Delete 12 batteries,delete,batteries,12,success,"{""action"": ""delete"", ""product"": ""batteries"", ""quantity"": 12}"
